Model,Producent,Data produkcji,Moc WiFi,Moc Ethernetu,Liczba gniazd Ethernet,Rodzaj sygnału WiFi,Obsługa 5G,Wersja firmware,Maksymalna przepustowość WiFi,Maksymalna przepustowość Ethernet,Lista funkcji
Netgear RAX40,Netgear,2024,30 dBm,10 Gbps,5,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,24.7.22,10800 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX40,Netgear,2025,27 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.0.87,30000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX43,Netgear,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.8.96,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX43,Netgear,2006,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.10.71,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX43,Netgear,2007,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.4.77,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX43,Netgear,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.0.13,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX43,Netgear,2009,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.0.81,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX43,Netgear,2010,18 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.7.83,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX43,Netgear,2011,23 dBm,1 Gbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.0.84,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX43,Netgear,2012,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.4.11,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX43,Netgear,2013,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.0.57,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX43,Netgear,2014,25 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.10.22,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX43,Netgear,2015,23 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.11.67,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX43,Netgear,2016,23 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.8.41,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX43,Netgear,2017,25 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.0.1,5400 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX43,Netgear,2018,27 dBm,2.5 Gbps,4,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.8.8,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX43,Netgear,2019,23 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.5.25,2100 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX43,Netgear,2020,25 dBm,2.5 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,20.10.80,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX43,Netgear,2021,30 dBm,10 Gbps,5,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.3.85,6000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX43,Netgear,2022,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,22.10.23,3000 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX43,Netgear,2023,27 dBm,10 Gbps,4,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,23.11.68,3000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX43,Netgear,2024,30 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,24.5.78,30000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX43,Netgear,2025,30 dBm,10 Gbps,4,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,25.11.9,33000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX45,Netgear,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.8.97,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX45,Netgear,2006,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.8.69,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX45,Netgear,2007,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.1.11,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX45,Netgear,2008,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.6.49,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX45,Netgear,2009,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.2.76,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX45,Netgear,2010,18 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.5.32,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX45,Netgear,2011,23 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,11.0.6,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX45,Netgear,2012,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.11.58,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX45,Netgear,2013,20 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.4.74,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX45,Netgear,2014,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.5.4,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX45,Netgear,2015,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.3.27,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX45,Netgear,2016,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.11.1,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX45,Netgear,2017,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,17.1.72,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX45,Netgear,2018,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,18.1.28,2600 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX45,Netgear,2019,27 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.7.87,2600 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX45,Netgear,2020,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,20.3.38,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX45,Netgear,2021,30 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,21.4.92,4800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX45,Netgear,2022,30 dBm,2.5 Gbps,8,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,22.10.15,5400 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX45,Netgear,2023,30 dBm,10 Gbps,5,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.9.59,9600 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX45,Netgear,2024,30 dBm,10 Gbps,10,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,24.0.30,33000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX45,Netgear,2025,27 dBm,2.5 Gbps,5,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,25.0.2,23000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX48,Netgear,2005,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.6.12,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX48,Netgear,2006,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.11.77,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX48,Netgear,2007,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.5.59,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX48,Netgear,2008,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.12.82,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX48,Netgear,2009,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.5.10,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX48,Netgear,2010,23 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,10.9.43,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX48,Netgear,2011,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.11.49,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX48,Netgear,2012,20 dBm,100 Mbps,5,"802.11n, Single Band 2.4 GHz",Nie,12.9.31,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX48,Netgear,2013,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.3.13,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX48,Netgear,2014,20 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.9.93,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX48,Netgear,2015,25 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.11.86,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX48,Netgear,2016,25 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.7.37,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX48,Netgear,2017,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,17.1.75,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX48,Netgear,2018,23 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.8.30,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX48,Netgear,2019,23 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.5.0,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX48,Netgear,2020,23 dBm,1 Gbps,8,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,20.11.38,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX48,Netgear,2021,27 dBm,1 Gbps,8,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.1.88,10800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX48,Netgear,2022,30 dBm,2.5 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,22.10.92,4800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX48,Netgear,2023,27 dBm,10 Gbps,4,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,23.1.80,3000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX48,Netgear,2024,27 dBm,2.5 Gbps,5,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,24.12.39,23000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX48,Netgear,2025,30 dBm,10 Gbps,5,"802.11be (WiFi 7), Quad-Band",Tak,25.7.93,30000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX50,Netgear,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.10.27,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX50,Netgear,2006,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.11.43,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX50,Netgear,2007,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,7.8.71,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX50,Netgear,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.5.0,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX50,Netgear,2009,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.3.65,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX50,Netgear,2010,18 dBm,1 Gbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.10.56,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX50,Netgear,2011,18 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.4.35,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX50,Netgear,2012,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.6.77,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX50,Netgear,2013,23 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.10.17,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX50,Netgear,2014,20 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.1.83,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX50,Netgear,2015,20 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.11.2,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX50,Netgear,2016,23 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.6.81,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX50,Netgear,2017,27 dBm,2.5 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.8.4,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX50,Netgear,2018,25 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,18.12.26,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX50,Netgear,2019,27 dBm,2.5 Gbps,8,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,19.6.87,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX50,Netgear,2020,25 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,20.11.34,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX50,Netgear,2021,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,21.6.54,6000 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX50,Netgear,2022,30 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,22.11.86,5400 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX50,Netgear,2023,25 dBm,1 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.9.86,10800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX50,Netgear,2024,30 dBm,2.5 Gbps,5,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,24.3.71,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX50,Netgear,2025,27 dBm,10 Gbps,10,"802.11ax (WiFi 6E), Quad-Band",Tak,25.8.13,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX54,Netgear,2005,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.10.69,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX54,Netgear,2006,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.8.39,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX54,Netgear,2007,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.4.52,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX54,Netgear,2008,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.3.96,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX54,Netgear,2009,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.9.90,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX54,Netgear,2010,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.12.49,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX54,Netgear,2011,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.2.33,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX54,Netgear,2012,20 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,12.0.64,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX54,Netgear,2013,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.7.52,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX54,Netgear,2014,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.10.93,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX54,Netgear,2015,20 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,15.2.38,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX54,Netgear,2016,20 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,16.12.80,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX54,Netgear,2017,23 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,17.5.38,2100 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX54,Netgear,2018,25 dBm,2.5 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,18.3.50,2600 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX54,Netgear,2019,27 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,19.8.99,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX54,Netgear,2020,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,20.2.81,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Netgear RAX54,Netgear,2021,25 dBm,10 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,21.6.15,3000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX54,Netgear,2022,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,22.1.90,6000 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX54,Netgear,2023,27 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.6.54,4800 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Netgear RAX54,Netgear,2024,30 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,24.9.48,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX54,Netgear,2025,27 dBm,2.5 Gbps,5,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.6.88,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Netgear RAX70,Netgear,2005,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.2.29,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX70,Netgear,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.2.61,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Netgear RAX70,Netgear,2007,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,7.9.67,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX70,Netgear,2008,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.6.30,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX70,Netgear,2009,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.9.42,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Netgear RAX70,Netgear,2010,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,10.8.66,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX70,Netgear,2011,23 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,11.4.78,600 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX70,Netgear,2012,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.10.0,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Netgear RAX70,Netgear,2013,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.12.9,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX70,Netgear,2014,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.7.39,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Netgear RAX70,Netgear,2015,23 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.12.67,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
